着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,14,チャロアイト,牝3,54,ヒューイ,1:38.1,,3.3,1,472(-2),[東] 池上昌和
2,3,5,アポロヴィクトリア,牝3,54,石川裕紀,1:38.2,1/2,78.5,10,424(0),[東] 岩戸孝樹
3,1,1,パイオニアエース,牡3,56,内田博幸,1:38.4,1,101.3,12,424(-2),[東] 斎藤誠
4,6,11,カウイダンス,牝3,54,津村明秀,1:38.7,1.3/4,4.7,2,454(+12),[東] 相沢郁
5,7,13,ブルーノジュネス,牡3,56,黛弘人,1:38.7,ハナ,5.0,3,478(-8),[東] 宗像義忠
6,4,7,スパークルアゲン,牡3,56,北村宏司,1:38.7,クビ,13.2,6,436(0),[東] 加藤士津
7,4,8,トゥゲザーアゲイン,牡3,56,柴田善臣,1:39.0,1.1/2,23.0,8,438(-6),[東] 伊藤伸一
8,3,6,サクラマス,牝3,54,横山和生,1:39.0,アタマ,67.7,9,420(-6),[東] 勢司和浩
9,2,3,コスモシークレット,牡3,56,丹内祐次,1:39.4,2.1/2,6.1,4,446(+2),[東] 高橋義博
10,6,12,モーニングレイン,牝3,54,大野拓弥,1:39.5,1/2,21.3,7,446(-8),[東] 高柳瑞樹
11,2,4,ブラックヴァローナ,牝3,51,秋山稔樹,1:39.7,1.1/2,132.4,15,422(0),[東] 林徹
12,8,16,サンシエ,牝3,54,木幡巧也,1:40.2,3,157.2,16,482(0),[東] 高橋裕
13,1,2,セブンミラクル,セ3,56,江田照男,1:40.5,2,99.8,11,462(-20),[東] 本間忍
14,5,9,サトノファビュラス,牝3,54,田中勝春,1:40.6,1/2,7.4,5,444(0),[東] 宗像義忠
15,8,15,アトムヴェローチェ,牝3,54,和田竜二,1:40.9,1.3/4,109.8,13,454(0),[東] 勢司和浩
16,5,10,キングズアーム,牡3,56,宮崎北斗,1:42.1,7,110.7,14,514(0),[東] 深山雅史
