着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,2,メイオール,牝4,55,津村明秀,2:02.8,,4.9,2,462(+4),[東] 岩戸孝樹
2,5,9,エリスライト,牝5,55,丸山元気,2:03.1,1.3/4,16.2,6,454(-10),[東] 久保田貴
3,4,8,ドリームインパクト,牡4,57,三浦皇成,2:03.2,3/4,2.1,1,504(-2),[東] 国枝栄
4,7,13,オールステリーナ,牝5,55,横山武史,2:03.3,1/2,136.9,14,472(+4),[東] 松山将樹
5,5,10,ヒドゥンパラメータ,牡6,57,丸田恭介,2:03.3,クビ,69.3,13,454(0),[東] 宗像義忠
6,6,11,イルルーメ,牡5,54,山田敬士,2:03.5,1.1/4,34.3,10,498(0),[東] 大江原哲
7,3,6,ホウオウビクトリー,牡4,57,大野拓弥,2:03.6,1/2,9.7,4,478(-15),[東] 斎藤誠
8,7,14,ラヴィンジャー,牝4,55,野中悠太,2:03.6,アタマ,19.9,7,442(+30),[東] 小島茂之
9,3,5,ダイイチターミナル,牡6,57,江田照男,2:03.6,ハナ,23.0,8,470(0),[東] 大江原哲
10,8,17,アリスブルー,牝4,55,丹内祐次,2:03.8,1.1/4,7.8,3,458(0),[東] 相沢郁
11,8,16,ゾロ,牡4,57,木幡巧也,2:03.8,ハナ,181.5,15,466(+1),[東] 小手川準
12,8,15,トーセンギムレット,牡4,57,横山和生,2:03.9,1/2,43.8,11,544(+18),[東] 萱野浩二
13,4,7,エフティイーリス,牝4,53,藤田菜七,2:03.9,アタマ,15.3,5,456(+6),[東] 金成貴史
14,2,3,シャイニーピース,牡6,55,木幡育也,2:04.4,3,53.4,12,500(+2),[東] 田中剛
15,6,12,アトムアストレア,牝5,52,小林凌大,2:04.5,3/4,315.6,16,480(+10),[東] 勢司和浩
16,1,1,アピールバイオ,牝6,55,石橋脩,2:04.6,1/2,30.8,9,464(+8),[東] 牧光二
17,2,4,スターリバー,牝5,55,大庭和弥,2:06.2,10,451.9,17,470(0),[東] 星野忍
