着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,12,グラスルーナ,牝3,54,木幡初広,1:13.3,,6.9,3,492(+6),[東] 杉浦宏昭
2,8,16,トーセンリラ,牝3,54,田中勝春,1:13.3,ハナ,1.6,1,440(-10),[東] 宗像義忠
3,1,2,ティアップアリア,牝3,54,松岡正海,1:14.8,9,27.2,7,454(-16),[東] 奥平雅士
4,8,15,チョトツ,牝3,54,ミナリク,1:15.0,1.1/4,5.4,2,470(-2),[東] 伊藤大士
5,2,4,ハニハニハーモニー,牝3,54,江田照男,1:15.2,1.1/2,15.7,5,496(-4),[東] 岩戸孝樹
6,5,9,ファインドザウェイ,牝3,54,北村宏司,1:15.3,クビ,50.5,8,444(-10),[東] 松山将樹
7,7,14,アーコサンティ,牝3,54,杉原誠人,1:15.3,クビ,68.6,10,436(-4),[東] 佐藤吉勝
8,3,5,ノーブルプロスパー,牝3,54,武士沢友,1:15.4,クビ,127.6,12,450(0),[東] 加藤和宏
9,4,8,トーアエグレット,牝3,54,横山和生,1:15.9,3,58.4,9,478(-12),[東] 勢司和浩
10,5,10,リネンオーカン,牝3,54,村田一誠,1:16.0,1/2,18.4,6,488(0),[東] 武市康男
11,2,3,ゾディアック,牝3,54,岩部純二,1:16.2,1.1/2,371.9,15,428(+6),[東] 田中清隆
12,4,7,ベストロマン,牝3,54,嘉藤貴行,1:16.3,3/4,404.9,16,470(+6),[東] 古賀史生
13,3,6,ガラシアライツ,牝3,54,勝浦正樹,1:16.4,クビ,113.5,11,426(-6),[東] 矢野英一
14,1,1,テイエムベアッコ,牝3,54,丸田恭介,1:16.7,1.3/4,296.8,14,452(+8),[東] 石栗龍彦
15,7,13,サンタガール,牝3,54,内田博幸,1:16.8,クビ,10.6,4,416(+16),[東] 武市康男
16,6,11,タマモバレッタ,牝3,52,武藤雅,1:17.9,7,142.4,13,396(+4),[東] 水野貴広
