着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,3,ウサギノダンス,牡3,56,柴田大知,1:13.4,,1.2,1,470(-4),[東] 南田美知
2,3,5,ダテノライトニング,牝3,54,伊藤工真,1:13.9,3,86.6,9,456(-10),[東] 宗像義忠
3,8,16,クグロフ,牡3,56,内田博幸,1:14.3,2.1/2,12.5,3,492(+2),[東] 伊藤圭三
4,1,1,ドナプリモ,牝3,54,三浦皇成,1:14.6,1.1/2,80.7,8,456(-6),[東] 高木登
5,5,10,ブラックコニャック,牡3,56,松岡正海,1:14.7,3/4,149.3,12,458(+2),[東] 柴田政人
6,6,12,チョウヨウ,牝3,54,大庭和弥,1:14.8,3/4,110.4,11,426(0),[東] 小桧山悟
7,1,2,フチコマ,牡3,54,武藤雅,1:15.1,1.3/4,16.4,4,496(-4),[東] 水野貴広
8,4,8,トゥールマレー,牡3,56,田辺裕信,1:15.2,1/2,7.2,2,478(-2),[西] 野中賢二
9,3,6,カレンナヴォーグ,牝3,54,田中勝春,1:15.2,ハナ,165.7,13,468(+2),[東] 的場均
10,4,7,マントラ,牝3,54,大野拓弥,1:15.2,ハナ,32.5,6,452(+2),[東] 的場均
11,2,4,プラジュニャー,牝3,54,江田照男,1:15.3,クビ,22.8,5,444(-2),[東] 伊藤正徳
12,6,11,ビッグジュジュ,牝3,54,柴田善臣,1:15.5,1,223.8,15,402(-4),[東] 石栗龍彦
13,7,13,パスイ,牡3,56,武士沢友,1:15.7,1.1/2,105.0,10,478(-12),[東] 伊藤正徳
14,8,15,レジーナカフェ,牝3,54,蛯名正義,1:15.8,クビ,41.0,7,450(-8),[東] 和田勇介
15,5,9,タガノアヴニール,牡3,56,難波剛健,1:16.0,1.1/4,189.9,14,480(-6),[西] 浅見秀一
16,7,14,デルマサングリア,牝3,54,嘉藤貴行,1:18.8,大,299.7,16,416(-6),[東] 堀井雅広
