着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,8,イルジオーネ,牝2,54,北村宏司,1:56.0,,2.3,1,488(-2),[東] 武藤善則
2,7,13,ゴールデンウェル,牡2,54,田辺裕信,1:56.0,ハナ,13.8,6,462(+8),[東] 奥村武
3,2,2,リワードアンヴァル,牡2,54,蛯名正義,1:56.5,3,5.4,2,484(+4),[東] 藤原辰雄
4,2,3,ヘルニーニョアキラ,牡2,54,丹内祐次,1:56.9,2.1/2,128.7,14,480(0),[東] 武市康男
5,8,14,シゲルヒスイ,牡2,54,黛弘人,1:57.7,5,117.5,13,476(-2),[東] 伊藤圭三
6,4,6,ローズギフト,牝2,54,的場勇人,1:57.8,クビ,8.2,3,476(-4),[東] 田中博康
7,3,5,ペイシャラメント,牝2,54,大野拓弥,1:58.2,2.1/2,65.6,11,428(-10),[東] 蛯名利弘
8,7,12,トーセンイマジン,牡2,54,内田博幸,1:58.2,アタマ,9.5,5,462(-10),[東] 土田稔
9,8,15,モリトイナセ,牡2,54,武士沢友,1:58.7,3,188.4,15,470(+12),[東] 堀井雅広
10,4,7,ヒマワリオジョウ,牝2,51,木幡育也,1:58.7,ハナ,18.5,7,426(+4),[東] 谷原義明
11,1,1,ウォリアー,牡2,54,丸山元気,1:58.8,1/2,93.6,12,442(-10),[東] 小西一男
12,5,9,コスモセレッソ,牡2,54,柴田大知,1:59.7,5,58.6,10,486(+8),[東] 粕谷昌央
13,6,10,ラインコマンダー,牡2,53,武藤雅,1:59.7,アタマ,44.7,8,440(-12),[東] 水野貴広
14,3,4,アウトラン,牝2,54,横山和生,2:00.0,2,8.6,4,466(+2),[東] 小野次郎
15,6,11,トーセンジェード,牝2,54,三浦皇成,2:01.6,10,53.5,9,504(+8),[東] 上原博之
