着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,4,クイーンズテイスト,牝3,52,菊沢一樹,1:12.6,,8.0,5,464(-4),[東] 菊沢隆徳
2,5,10,アマゾニカ,牝3,54,岩田康誠,1:13.5,5,7.6,4,440(-4),[東] 矢野英一
3,3,5,ラヴィブリランテ,牝3,54,田辺裕信,1:13.9,2.1/2,5.7,3,470(0),[東] 栗田徹
4,6,12,ニシノリリアンヌ,牝3,53,木幡巧也,1:14.0,クビ,30.5,7,472(-4),[東] 牧光二
5,7,13,ザセイシュンズモウ,牝3,52,野中悠太,1:14.2,1.1/4,20.6,6,426(+2),[東] 伊藤伸一
6,8,15,レッドアデニウム,牝3,53,武藤雅,1:14.3,3/4,3.5,2,534(+6),[東] 戸田博文
7,1,1,ノボオリエンス,牝3,54,ミナリク,1:14.7,2.1/2,2.6,1,458(-8),[東] 尾関知人
8,1,2,ブラックアマゾン,牡3,56,江田照男,1:14.7,アタマ,157.2,11,462(0),[東] 本間忍
9,4,8,デルママドレーヌ,牝3,51,菅原明良,1:14.8,3/4,56.9,9,442(-10),[東] 武井亮
10,2,3,キンショーヘイロー,牡3,56,内田博幸,1:15.0,1.1/4,42.0,8,486(0),[東] 田島俊明
11,5,9,クラーロデラルナ,牝3,51,木幡育也,1:15.2,1,210.2,12,416(-16),[東] 加藤和宏
12,3,6,ハヤブサヴィーナス,牝3,54,木幡初也,1:15.6,2.1/2,81.2,10,410(0),[東] 高柳瑞樹
13,6,11,フラッフィーベア,牝3,54,嘉藤貴行,1:15.8,1.1/4,273.9,15,436(-4),[東] 田中清隆
14,7,14,サーチライト,牝3,51,山田敬士,1:16.4,4,389.8,16,438(+2),[東] 小桧山悟
15,8,16,ダージル,牡3,56,武士沢友,1:17.0,3.1/2,269.5,14,422(+4),[東] 石栗龍彦
16,4,7,ブライティアアバ,牝3,51,大塚海渡,1:19.4,大,263.0,13,404(0),[東] 鹿戸雄一
