着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,12,グロオルロージュ,牡3,56,内田博幸,2:02.3,,23.5,10,454(+4),[東] 斎藤誠
2,5,9,マイネルミュトス,牡3,56,柴田大知,2:02.6,1.3/4,7.5,3,470(+2),[東] 鹿戸雄一
3,2,4,マイネルステレール,牡3,53,野中悠太,2:02.6,ハナ,11.7,5,462(-4),[東] 菊川正達
4,4,7,イサク,牡3,56,ミナリク,2:02.6,クビ,4.7,2,468(+2),[東] 岩戸孝樹
5,8,15,スマイルワールド,牝3,54,蛯名正義,2:02.7,クビ,64.8,13,412(+2),[東] 和田勇介
6,3,5,サクララージャン,牡3,56,勝浦正樹,2:02.8,1/2,64.3,12,494(+14),[東] 金成貴史
7,7,13,サトノフォース,牡3,53,木幡育也,2:02.8,ハナ,2.9,1,452(+2),[東] 藤沢和雄
8,2,3,クレーリッチェ,牝3,54,丹内祐次,2:02.9,1/2,151.6,14,416(+2),[東] 水野貴広
9,1,2,ブラックワンダー,牡3,56,大野拓弥,2:03.2,2,23.2,9,458(0),[東] 尾形和幸
10,8,16,ショウナンアオゾラ,牡3,56,岩田康誠,2:03.2,アタマ,19.8,7,458(-2),[東] 大竹正博
11,7,14,モッズストーン,牡3,56,マーフィ,2:03.4,1,7.5,4,486(+6),[東] 武井亮
12,1,1,サトノミレニアム,牡3,56,ブロンデ,2:03.5,3/4,21.4,8,532(+10),[東] 木村哲也
13,3,6,パワポケチャラット,牡3,56,三浦皇成,2:03.5,アタマ,26.6,11,454(-4),[東] 中野栄治
14,4,8,セイカアミダイケ,牝3,54,田中勝春,2:04.0,3,158.3,15,436(+2),[東] 小野次郎
15,6,11,レッドクーゲル,牡3,56,田辺裕信,2:04.1,クビ,12.4,6,428(+4),[東] 尾関知人
16,5,10,レトルダムール,牡3,56,北村宏司,2:04.7,3.1/2,469.3,16,458(+16),[東] 佐藤吉勝
